"","gwid","statename","from","to","group","groupid","gwgroupid","umbrella","size","status","reg_aut"
"2547",590,"Mauritius",1988,1991,"Tamils and Telugus",1300,59001300,59001000,0.1,"POWERLESS","false"
"2548",590,"Mauritius",1988,1991,"Marathis",1200,59001200,59001000,0.02,"POWERLESS","false"
"2549",590,"Mauritius",1988,1991,"Franco-Mauritians",4000,59004000,NA,0.02,"POWERLESS","false"
"2550",590,"Mauritius",1992,2005,"Hindi-speaking Hindus",1100,59001100,59001000,0.4,"SENIOR PARTNER","false"
"2551",590,"Mauritius",1992,2005,"Creoles",3000,59003000,NA,0.27,"JUNIOR PARTNER","false"
"2552",590,"Mauritius",1992,2005,"Muslims",2000,59002000,NA,0.16,"JUNIOR PARTNER","false"
"2553",590,"Mauritius",1992,2005,"Tamils and Telugus",1300,59001300,59001000,0.1,"JUNIOR PARTNER","false"
"2554",590,"Mauritius",1992,2005,"Marathis",1200,59001200,59001000,0.02,"JUNIOR PARTNER","false"
"2555",590,"Mauritius",1992,2005,"Franco-Mauritians",4000,59004000,NA,0.02,"JUNIOR PARTNER","false"
"2556",590,"Mauritius",2006,2010,"Hindi-speaking Hindus",1100,59001100,59001000,0.4,"SENIOR PARTNER","false"
"2557",590,"Mauritius",2006,2010,"Black Creoles",3100,59003100,59003000,0.225,"POWERLESS","false"
"2558",590,"Mauritius",2006,2010,"Muslims",2000,59002000,NA,0.16,"JUNIOR PARTNER","false"
"2559",590,"Mauritius",2006,2010,"Tamils and Telugus",1300,59001300,59001000,0.1,"POWERLESS","false"
"2560",590,"Mauritius",2006,2010,"Gens-de-Couleur",3200,59003200,59003000,0.045,"JUNIOR PARTNER","false"
"2561",590,"Mauritius",2006,2010,"Marathis",1200,59001200,59001000,0.02,"POWERLESS","false"
"2562",590,"Mauritius",2006,2010,"Franco-Mauritians",4000,59004000,NA,0.02,"JUNIOR PARTNER","false"
"2563",590,"Mauritius",2011,2016,"Hindi-speaking Hindus",1100,59001100,59001000,0.4,"SENIOR PARTNER","false"
"2564",590,"Mauritius",2011,2016,"Creoles",3000,59003000,NA,0.27,"JUNIOR PARTNER","false"
"2565",590,"Mauritius",2011,2016,"Muslims",2000,59002000,NA,0.16,"JUNIOR PARTNER","false"
"2566",590,"Mauritius",2011,2016,"Tamils and Telugus",1300,59001300,59001000,0.1,"POWERLESS","false"
"2567",590,"Mauritius",2011,2016,"Marathis",1200,59001200,59001000,0.02,"POWERLESS","false"
"2568",590,"Mauritius",2011,2016,"Franco-Mauritians",4000,59004000,NA,0.02,"JUNIOR PARTNER","false"
"2569",590,"Mauritius",2017,2021,"Hindi-speaking Hindus",1100,59001100,59001000,0.4,"SENIOR PARTNER","false"
"2570",590,"Mauritius",2017,2021,"Creoles",3000,59003000,NA,0.27,"POWERLESS","false"
"2571",590,"Mauritius",2017,2021,"Muslims",2000,59002000,NA,0.16,"JUNIOR PARTNER","false"
"2572",590,"Mauritius",2017,2021,"Tamils and Telugus",1300,59001300,59001000,0.1,"POWERLESS","false"
"2573",590,"Mauritius",2017,2021,"Marathis",1200,59001200,59001000,0.02,"POWERLESS","false"
"2574",590,"Mauritius",2017,2021,"Franco-Mauritians",4000,59004000,NA,0.02,"POWERLESS","false"
"2575",600,"Morocco",1956,1975,"Arabs",2000,60002000,NA,0.6,"DOMINANT",""
"2576",600,"Morocco",1956,1975,"Berbers",1000,60001000,NA,0.4,"POWERLESS","false"
"2577",600,"Morocco",1976,2021,"Arabs",2000,60002000,NA,0.592,"DOMINANT",""
"2578",600,"Morocco",1976,2021,"Berbers",1000,60001000,NA,0.392,"POWERLESS","false"
"2579",600,"Morocco",1976,2021,"Sahrawis",3000,60003000,NA,0.016,"DISCRIMINATED","false"
"2580",615,"Algeria",1962,2021,"Arabs",1000,61501000,NA,0.72,"DOMINANT",""
"2581",615,"Algeria",1962,2021,"Berbers",2000,61502000,NA,0.28,"POWERLESS","false"
"2582",616,"Tunisia",1956,2021,"Arabs",1000,61601000,NA,0.98,"IRRELEVANT",""
"2583",620,"Libya",1951,1969,"Arabs",1000,62001000,NA,0.843,"DOMINANT",""
"2584",620,"Libya",1951,1969,"Jews",4000,62004000,NA,0.001,"DISCRIMINATED","false"
"2585",620,"Libya",1970,2011,"Arabs",1000,62001000,NA,0.844,"MONOPOLY",""
"2586",620,"Libya",1970,2011,"Berbers",5000,62005000,NA,0.1,"DISCRIMINATED","false"
"2587",620,"Libya",1970,2011,"Tuareg",6000,62006000,NA,0.05,"DISCRIMINATED","false"
"2588",620,"Libya",1970,2011,"Toubou",2000,62002000,NA,0.006,"DISCRIMINATED","false"
"2589",620,"Libya",2012,2021,"Arabs",1000,62001000,NA,0.844,"DOMINANT",""
"2590",620,"Libya",2012,2021,"Berbers",5000,62005000,NA,0.1,"POWERLESS","false"
"2591",620,"Libya",2012,2021,"Tuareg",6000,62006000,NA,0.05,"POWERLESS","false"
"2592",620,"Libya",2012,2021,"Toubou",2000,62002000,NA,0.006,"POWERLESS","false"
"2593",625,"Sudan",1956,1971,"Other Arab Groups",9000,62509000,NA,0.24,"POWERLESS","false"
"2594",625,"Sudan",1956,1971,"Other Northern Groups",10000,62510000,NA,0.16,"POWERLESS","false"
"2595",625,"Sudan",1956,1971,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,NA,0.15,"DOMINANT",""
"2596",625,"Sudan",1956,1971,"Dinka",4000,62504000,NA,0.1,"POWERLESS","false"
"2597",625,"Sudan",1956,1971,"Other Southern groups",11000,62511000,NA,0.08,"POWERLESS","false"
"2598",625,"Sudan",1956,1971,"Beja",3000,62503000,NA,0.06,"POWERLESS","false"
"2599",625,"Sudan",1956,1971,"Nuba",7000,62507000,NA,0.05,"POWERLESS","false"
"2600",625,"Sudan",1956,1971,"Nuer",8000,62508000,NA,0.05,"POWERLESS","false"
"2601",625,"Sudan",1956,1971,"Azande",1000,62501000,NA,0.02,"POWERLESS","false"
"2602",625,"Sudan",1956,1971,"Bari",2000,62502000,NA,0.02,"POWERLESS","false"
"2603",625,"Sudan",1956,1971,"Fur",5000,62505000,NA,0.02,"POWERLESS","false"
"2604",625,"Sudan",1956,1971,"Latoka",6000,62506000,NA,0.01,"POWERLESS","false"
"2605",625,"Sudan",1956,1971,"Shilluk",13000,62513000,NA,0.01,"POWERLESS","false"
"2606",625,"Sudan",1972,1982,"Other Arab Groups",9000,62509000,NA,0.24,"POWERLESS","false"
"2607",625,"Sudan",1972,1982,"Other Northern Groups",10000,62510000,NA,0.16,"POWERLESS","false"
"2608",625,"Sudan",1972,1982,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,NA,0.15,"DOMINANT",""
"2609",625,"Sudan",1972,1982,"Dinka",4000,62504000,NA,0.1,"POWERLESS","true"
"2610",625,"Sudan",1972,1982,"Other Southern groups",11000,62511000,NA,0.08,"POWERLESS","false"
"2611",625,"Sudan",1972,1982,"Beja",3000,62503000,NA,0.06,"POWERLESS","false"
"2612",625,"Sudan",1972,1982,"Nuba",7000,62507000,NA,0.05,"POWERLESS","false"
"2613",625,"Sudan",1972,1982,"Nuer",8000,62508000,NA,0.05,"POWERLESS","true"
"2614",625,"Sudan",1972,1982,"Azande",1000,62501000,NA,0.02,"POWERLESS","true"
"2615",625,"Sudan",1972,1982,"Bari",2000,62502000,NA,0.02,"POWERLESS","true"
"2616",625,"Sudan",1972,1982,"Fur",5000,62505000,NA,0.02,"POWERLESS","false"
"2617",625,"Sudan",1972,1982,"Latoka",6000,62506000,NA,0.01,"POWERLESS","true"
"2618",625,"Sudan",1972,1982,"Shilluk",13000,62513000,NA,0.01,"POWERLESS","true"
"2619",625,"Sudan",1983,2002,"Other Arab Groups",9000,62509000,NA,0.24,"POWERLESS","false"
"2620",625,"Sudan",1983,2002,"Other Northern Groups",10000,62510000,NA,0.16,"POWERLESS","false"
"2621",625,"Sudan",1983,2002,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,NA,0.15,"DOMINANT",""
"2622",625,"Sudan",1983,2002,"Dinka",4000,62504000,NA,0.1,"POWERLESS","false"
"2623",625,"Sudan",1983,2002,"Other Southern groups",11000,62511000,NA,0.08,"POWERLESS","false"
"2624",625,"Sudan",1983,2002,"Beja",3000,62503000,NA,0.06,"POWERLESS","false"
"2625",625,"Sudan",1983,2002,"Nuba",7000,62507000,NA,0.05,"POWERLESS","false"
"2626",625,"Sudan",1983,2002,"Nuer",8000,62508000,NA,0.05,"POWERLESS","false"
"2627",625,"Sudan",1983,2002,"Azande",1000,62501000,NA,0.02,"POWERLESS","false"
"2628",625,"Sudan",1983,2002,"Bari",2000,62502000,NA,0.02,"POWERLESS","false"
"2629",625,"Sudan",1983,2002,"Fur",5000,62505000,NA,0.02,"POWERLESS","false"
"2630",625,"Sudan",1983,2002,"Latoka",6000,62506000,NA,0.01,"POWERLESS","false"
"2631",625,"Sudan",1983,2002,"Shilluk",13000,62513000,NA,0.01,"POWERLESS","false"
"2632",625,"Sudan",2003,2005,"Other Arab Groups",9000,62509000,NA,0.24,"POWERLESS","false"
"2633",625,"Sudan",2003,2005,"Other Northern Groups",10000,62510000,NA,0.16,"POWERLESS","false"
"2634",625,"Sudan",2003,2005,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,NA,0.15,"DOMINANT",""
"2635",625,"Sudan",2003,2005,"Dinka",4000,62504000,NA,0.1,"POWERLESS","false"
"2636",625,"Sudan",2003,2005,"Other Southern groups",11000,62511000,NA,0.08,"POWERLESS","false"
"2637",625,"Sudan",2003,2005,"Beja",3000,62503000,NA,0.06,"POWERLESS","false"
"2638",625,"Sudan",2003,2005,"Nuba",7000,62507000,NA,0.05,"POWERLESS","false"
"2639",625,"Sudan",2003,2005,"Nuer",8000,62508000,NA,0.05,"POWERLESS","false"
"2640",625,"Sudan",2003,2005,"Azande",1000,62501000,NA,0.02,"POWERLESS","false"
"2641",625,"Sudan",2003,2005,"Bari",2000,62502000,NA,0.02,"POWERLESS","false"
"2642",625,"Sudan",2003,2005,"Fur",5000,62505000,NA,0.02,"DISCRIMINATED","false"
"2643",625,"Sudan",2003,2005,"Latoka",6000,62506000,NA,0.01,"POWERLESS","false"
"2644",625,"Sudan",2003,2005,"Shilluk",13000,62513000,NA,0.01,"POWERLESS","false"
"2645",625,"Sudan",2003,2005,"Masalit",14000,62514000,NA,0.01,"DISCRIMINATED","false"
"2646",625,"Sudan",2003,2005,"Zaghawa",15000,62515000,NA,0.005,"DISCRIMINATED","false"
"2647",625,"Sudan",2006,2011,"Other Arab Groups",9000,62509000,NA,0.24,"POWERLESS","false"
"2648",625,"Sudan",2006,2011,"Other Northern Groups",10000,62510000,NA,0.16,"POWERLESS","false"
"2649",625,"Sudan",2006,2011,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,NA,0.15,"SENIOR PARTNER","false"
"2650",625,"Sudan",2006,2011,"Dinka",4000,62504000,NA,0.1,"JUNIOR PARTNER","false"
"2651",625,"Sudan",2006,2011,"Other Southern groups",11000,62511000,NA,0.08,"POWERLESS","false"
"2652",625,"Sudan",2006,2011,"Beja",3000,62503000,NA,0.06,"POWERLESS","false"
"2653",625,"Sudan",2006,2011,"Nuba",7000,62507000,NA,0.05,"POWERLESS","false"
"2654",625,"Sudan",2006,2011,"Nuer",8000,62508000,NA,0.05,"POWERLESS","false"
"2655",625,"Sudan",2006,2011,"Azande",1000,62501000,NA,0.02,"POWERLESS","false"
"2656",625,"Sudan",2006,2011,"Bari",2000,62502000,NA,0.02,"POWERLESS","false"
"2657",625,"Sudan",2006,2011,"Fur",5000,62505000,NA,0.02,"DISCRIMINATED","false"
"2658",625,"Sudan",2006,2011,"Latoka",6000,62506000,NA,0.01,"POWERLESS","false"
"2659",625,"Sudan",2006,2011,"Shilluk",13000,62513000,NA,0.01,"POWERLESS","false"
"2660",625,"Sudan",2006,2011,"Masalit",14000,62514000,NA,0.01,"DISCRIMINATED","false"
"2661",625,"Sudan",2006,2011,"Zaghawa",15000,62515000,NA,0.005,"DISCRIMINATED","false"
"2662",625,"Sudan",2006,2011,"Rashaida",16000,62516000,NA,0.002,"POWERLESS","false"
"2663",625,"Sudan",2012,2021,"Other Arab Groups",9000,62509000,NA,0.32,"POWERLESS","false"
"2664",625,"Sudan",2012,2021,"Other Northern Groups",10000,62510000,NA,0.22,"POWERLESS","false"
"2665",625,"Sudan",2012,2021,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,NA,0.19,"DOMINANT",""
"2666",625,"Sudan",2012,2021,"Beja",3000,62503000,NA,0.09,"POWERLESS","false"
"2667",625,"Sudan",2012,2021,"Nuba",7000,62507000,NA,0.07,"DISCRIMINATED","false"
"2668",625,"Sudan",2012,2021,"Fur",5000,62505000,NA,0.03,"DISCRIMINATED","false"
"2669",625,"Sudan",2012,2021,"Masalit",14000,62514000,NA,0.015,"DISCRIMINATED","false"
"2670",625,"Sudan",2012,2021,"Zaghawa",15000,62515000,NA,0.005,"DISCRIMINATED","false"
"2671",625,"Sudan",2012,2021,"Rashaida",16000,62516000,NA,0.003,"POWERLESS","false"
"2672",626,"South Sudan",2011,2021,"Dinka",4000,62604000,NA,0.4,"SENIOR PARTNER","false"
"2673",626,"South Sudan",2011,2021,"Nuer",8000,62608000,NA,0.2,"JUNIOR PARTNER","false"
"2674",626,"South Sudan",2011,2021,"Azande",1000,62601000,NA,0.1,"POWERLESS","false"
"2675",626,"South Sudan",2011,2021,"Toposa",18000,62618000,NA,0.08,"POWERLESS","false"
"2676",626,"South Sudan",2011,2021,"Shilluk",13000,62613000,NA,0.05,"POWERLESS","false"
"2677",626,"South Sudan",2011,2021,"Murle",17000,62617000,NA,0.04,"DISCRIMINATED","false"
"2678",626,"South Sudan",2011,2021,"Anyuak",19000,62619000,NA,0.015,"POWERLESS","false"
"2679",626,"South Sudan",2011,2021,"Mundari",20000,62620000,NA,0.015,"POWERLESS","false"
"2680",626,"South Sudan",2011,2021,"Bari",2000,62602000,NA,0.01,"POWERLESS","false"
"2681",626,"South Sudan",2011,2021,"Didinga",21000,62621000,NA,0.01,"POWERLESS","false"
"2682",630,"Iran (Persia)",1946,1946,"Persians",9000,63009000,NA,0.51,"DOMINANT",""
"2683",630,"Iran (Persia)",1946,1946,"Azeri",4000,63004000,NA,0.24,"SELF-EXCLUSION","true"
"2684",630,"Iran (Persia)",1946,1946,"Kurds",8000,63008000,NA,0.08,"SELF-EXCLUSION","true"
"2685",630,"Iran (Persia)",1946,1946,"Arabs",1000,63001000,NA,0.03,"POWERLESS","false"
"2686",630,"Iran (Persia)",1946,1946,"Turkmen",10000,63010000,NA,0.02,"POWERLESS","false"
"2687",630,"Iran (Persia)",1946,1946,"Armenians",2000,63002000,NA,0.0058,"POWERLESS","false"
"2688",630,"Iran (Persia)",1946,1946,"Jews",7000,63007000,NA,0.0039,"POWERLESS","false"
"2689",630,"Iran (Persia)",1946,1946,"Assyrians",3000,63003000,NA,0.0034,"POWERLESS","false"
"2690",630,"Iran (Persia)",1946,1946,"Zoroastrians",12000,63012000,NA,0.0015,"POWERLESS","false"
"2691",630,"Iran (Persia)",1947,1960,"Persians",9000,63009000,NA,0.51,"SENIOR PARTNER","false"
"2692",630,"Iran (Persia)",1947,1960,"Azeri",4000,63004000,NA,0.24,"JUNIOR PARTNER","false"
"2693",630,"Iran (Persia)",1947,1960,"Kurds",8000,63008000,NA,0.08,"POWERLESS","false"
"2694",630,"Iran (Persia)",1947,1960,"Arabs",1000,63001000,NA,0.03,"POWERLESS","false"
"2695",630,"Iran (Persia)",1947,1960,"Turkmen",10000,63010000,NA,0.02,"POWERLESS","false"
"2696",630,"Iran (Persia)",1947,1960,"Armenians",2000,63002000,NA,0.0058,"POWERLESS","false"
"2697",630,"Iran (Persia)",1947,1960,"Jews",7000,63007000,NA,0.0039,"POWERLESS","false"
"2698",630,"Iran (Persia)",1947,1960,"Assyrians",3000,63003000,NA,0.0034,"POWERLESS","false"
"2699",630,"Iran (Persia)",1947,1960,"Zoroastrians",12000,63012000,NA,0.0015,"POWERLESS","false"
"2700",630,"Iran (Persia)",1961,1979,"Persians",9000,63009000,NA,0.51,"SENIOR PARTNER","false"
"2701",630,"Iran (Persia)",1961,1979,"Azeri",4000,63004000,NA,0.24,"JUNIOR PARTNER","false"
"2702",630,"Iran (Persia)",1961,1979,"Kurds",8000,63008000,NA,0.08,"POWERLESS","false"
"2703",630,"Iran (Persia)",1961,1979,"Arabs",1000,63001000,NA,0.03,"POWERLESS","false"
"2704",630,"Iran (Persia)",1961,1979,"Baloch",6000,63006000,NA,0.02,"POWERLESS","false"
"2705",630,"Iran (Persia)",1961,1979,"Turkmen",10000,63010000,NA,0.02,"POWERLESS","false"
"2706",630,"Iran (Persia)",1961,1979,"Armenians",2000,63002000,NA,0.0058,"POWERLESS","false"
"2707",630,"Iran (Persia)",1961,1979,"Jews",7000,63007000,NA,0.0039,"POWERLESS","false"
"2708",630,"Iran (Persia)",1961,1979,"Assyrians",3000,63003000,NA,0.0034,"POWERLESS","false"
"2709",630,"Iran (Persia)",1961,1979,"Zoroastrians",12000,63012000,NA,0.0015,"POWERLESS","false"
"2710",630,"Iran (Persia)",1980,2021,"Persians",9000,63009000,NA,0.51,"SENIOR PARTNER","false"
"2711",630,"Iran (Persia)",1980,2021,"Azeri",4000,63004000,NA,0.24,"JUNIOR PARTNER","false"
"2712",630,"Iran (Persia)",1980,2021,"Kurds",8000,63008000,NA,0.08,"DISCRIMINATED","false"
"2713",630,"Iran (Persia)",1980,2021,"Arabs",1000,63001000,NA,0.03,"DISCRIMINATED","false"
"2714",630,"Iran (Persia)",1980,2021,"Baloch",6000,63006000,NA,0.02,"DISCRIMINATED","false"
"2715",630,"Iran (Persia)",1980,2021,"Turkmen",10000,63010000,NA,0.02,"DISCRIMINATED","false"
"2716",630,"Iran (Persia)",1980,2021,"Armenians",2000,63002000,NA,0.0058,"POWERLESS","false"
"2717",630,"Iran (Persia)",1980,2021,"Bahais",5000,63005000,NA,0.0045,"DISCRIMINATED","false"
"2718",630,"Iran (Persia)",1980,2021,"Jews",7000,63007000,NA,0.0039,"POWERLESS","false"
"2719",630,"Iran (Persia)",1980,2021,"Assyrians",3000,63003000,NA,0.0034,"POWERLESS","false"
"2720",630,"Iran (Persia)",1980,2021,"Zoroastrians",12000,63012000,NA,0.0015,"POWERLESS","false"
"2721",640,"Turkey (Ottoman Empire)",1946,2021,"Turkish",2000,64002000,NA,0.75,"MONOPOLY",""
"2722",640,"Turkey (Ottoman Empire)",1946,2021,"Kurds",1000,64001000,NA,0.18,"DISCRIMINATED","false"
"2723",640,"Turkey (Ottoman Empire)",1946,2021,"Roma",3000,64003000,NA,0.0066,"DISCRIMINATED","false"
"2724",645,"Iraq",1946,1958,"Shi'a Arabs",2000,64502000,NA,0.625,"JUNIOR PARTNER","false"
"2725",645,"Iraq",1946,1958,"Sunni Arabs",3000,64503000,NA,0.185,"SENIOR PARTNER","false"
"2726",645,"Iraq",1946,1958,"Kurds",1000,64501000,NA,0.17,"POWERLESS","false"
"2727",645,"Iraq",1959,1963,"Shi'a Arabs",2000,64502000,NA,0.625,"JUNIOR PARTNER","false"
"2728",645,"Iraq",1959,1963,"Sunni Arabs",3000,64503000,NA,0.185,"SENIOR PARTNER","false"
"2729",645,"Iraq",1959,1963,"Kurds",1000,64501000,NA,0.17,"SELF-EXCLUSION","true"
"2730",645,"Iraq",1964,1979,"Shi'a Arabs",2000,64502000,NA,0.625,"POWERLESS","false"
"2731",645,"Iraq",1964,1979,"Sunni Arabs",3000,64503000,NA,0.185,"MONOPOLY",""
"2732",645,"Iraq",1964,1979,"Kurds",1000,64501000,NA,0.17,"SELF-EXCLUSION","true"
"2733",645,"Iraq",1980,1991,"Shi'a Arabs",2000,64502000,NA,0.625,"DISCRIMINATED","false"
"2734",645,"Iraq",1980,1991,"Sunni Arabs",3000,64503000,NA,0.185,"MONOPOLY",""
"2735",645,"Iraq",1980,1991,"Kurds",1000,64501000,NA,0.17,"DISCRIMINATED","false"
"2736",645,"Iraq",1980,1991,"Assyrians",4000,64504000,NA,0.001,"DISCRIMINATED","false"
"2737",645,"Iraq",1992,2003,"Shi'a Arabs",2000,64502000,NA,0.625,"DISCRIMINATED","false"
"2738",645,"Iraq",1992,2003,"Sunni Arabs",3000,64503000,NA,0.185,"MONOPOLY",""
"2739",645,"Iraq",1992,2003,"Kurds",1000,64501000,NA,0.17,"SELF-EXCLUSION","true"
"2740",645,"Iraq",1992,2003,"Turkmen",5000,64505000,NA,0.01,"DISCRIMINATED","false"
"2741",645,"Iraq",1992,2003,"Assyrians",4000,64504000,NA,0.001,"DISCRIMINATED","false"
"2742",645,"Iraq",2004,2011,"Shi'a Arabs",2000,64502000,NA,0.625,"SENIOR PARTNER","false"
"2743",645,"Iraq",2004,2011,"Sunni Arabs",3000,64503000,NA,0.185,"JUNIOR PARTNER","false"
"2744",645,"Iraq",2004,2011,"Kurds",1000,64501000,NA,0.17,"JUNIOR PARTNER","true"
"2745",645,"Iraq",2004,2011,"Turkmen",5000,64505000,NA,0.01,"POWERLESS","false"
"2746",645,"Iraq",2004,2011,"Assyrians",4000,64504000,NA,0.001,"POWERLESS","false"
"2747",645,"Iraq",2012,2018,"Shi'a Arabs",2000,64502000,NA,0.625,"SENIOR PARTNER","false"
"2748",645,"Iraq",2012,2018,"Sunni Arabs",3000,64503000,NA,0.185,"POWERLESS","false"
"2749",645,"Iraq",2012,2018,"Kurds",1000,64501000,NA,0.17,"JUNIOR PARTNER","true"
"2750",645,"Iraq",2012,2018,"Turkmen",5000,64505000,NA,0.01,"POWERLESS","false"
"2751",645,"Iraq",2012,2018,"Assyrians",4000,64504000,NA,0.001,"POWERLESS","false"
"2752",645,"Iraq",2019,2021,"Shi'a Arabs",2000,64502000,NA,0.625,"SENIOR PARTNER","false"
"2753",645,"Iraq",2019,2021,"Sunni Arabs",3000,64503000,NA,0.185,"JUNIOR PARTNER","false"
"2754",645,"Iraq",2019,2021,"Kurds",1000,64501000,NA,0.16,"JUNIOR PARTNER","true"
"2755",645,"Iraq",2019,2021,"Turkmen",5000,64505000,NA,0.01,"POWERLESS","false"
"2756",645,"Iraq",2019,2021,"Yezidis",6000,64506000,NA,0.01,"POWERLESS","false"
"2757",645,"Iraq",2019,2021,"Assyrians",4000,64504000,NA,0.001,"POWERLESS","false"
"2758",651,"Egypt",1946,1967,"Arab Muslims",1000,65101000,NA,0.9099,"MONOPOLY",""
"2759",651,"Egypt",1946,1967,"Coptic Christians",2000,65102000,NA,0.09,"POWERLESS","false"
"2760",651,"Egypt",1946,1967,"Jews",3000,65103000,NA,1e-04,"DISCRIMINATED","false"
"2761",651,"Egypt",1968,2021,"Arab Muslims",1000,65101000,NA,0.91,"MONOPOLY",""
"2762",651,"Egypt",1968,2021,"Coptic Christians",2000,65102000,NA,0.09,"POWERLESS","false"
"2763",652,"Syria",1946,1948,"Sunni Arabs",2000,65202000,NA,0.65,"SENIOR PARTNER","false"
"2764",652,"Syria",1946,1948,"Alawi",3000,65203000,NA,0.13,"POWERLESS","true"
"2765",652,"Syria",1946,1948,"Christians",4000,65204000,NA,0.1,"JUNIOR PARTNER","false"
"2766",652,"Syria",1946,1948,"Kurds",6000,65206000,NA,0.08,"JUNIOR PARTNER","false"
"2767",652,"Syria",1946,1948,"Druze",1000,65201000,NA,0.03,"POWERLESS","true"
"2768",652,"Syria",1949,1954,"Sunni Arabs",2000,65202000,NA,0.65,"JUNIOR PARTNER","false"
"2769",652,"Syria",1949,1954,"Alawi",3000,65203000,NA,0.13,"JUNIOR PARTNER","false"
"2770",652,"Syria",1949,1954,"Christians",4000,65204000,NA,0.1,"JUNIOR PARTNER","false"
"2771",652,"Syria",1949,1954,"Kurds",6000,65206000,NA,0.08,"SENIOR PARTNER","false"
"2772",652,"Syria",1949,1954,"Druze",1000,65201000,NA,0.03,"JUNIOR PARTNER","false"
"2773",652,"Syria",1955,1957,"Sunni Arabs",2000,65202000,NA,0.65,"SENIOR PARTNER","false"
"2774",652,"Syria",1955,1957,"Alawi",3000,65203000,NA,0.13,"JUNIOR PARTNER","false"
"2775",652,"Syria",1955,1957,"Christians",4000,65204000,NA,0.1,"JUNIOR PARTNER","false"
"2776",652,"Syria",1955,1957,"Kurds",6000,65206000,NA,0.08,"JUNIOR PARTNER","false"
"2777",652,"Syria",1955,1957,"Druze",1000,65201000,NA,0.03,"JUNIOR PARTNER","false"
"2778",652,"Syria",1958,1960,"Sunni Arabs",2000,65202000,NA,0.65,"DOMINANT",""
"2779",652,"Syria",1958,1960,"Alawi",3000,65203000,NA,0.13,"POWERLESS","false"
"2780",652,"Syria",1958,1960,"Christians",4000,65204000,NA,0.1,"POWERLESS","false"
"2781",652,"Syria",1958,1960,"Kurds",6000,65206000,NA,0.08,"POWERLESS","false"
"2782",652,"Syria",1958,1960,"Druze",1000,65201000,NA,0.03,"POWERLESS","false"
"2783",652,"Syria",1961,1965,"Sunni Arabs",2000,65202000,NA,0.65,"SENIOR PARTNER","false"
"2784",652,"Syria",1961,1965,"Alawi",3000,65203000,NA,0.13,"JUNIOR PARTNER","false"
"2785",652,"Syria",1961,1965,"Christians",4000,65204000,NA,0.1,"JUNIOR PARTNER","false"
"2786",652,"Syria",1961,1965,"Kurds",6000,65206000,NA,0.08,"DISCRIMINATED","false"
"2787",652,"Syria",1961,1965,"Druze",1000,65201000,NA,0.03,"JUNIOR PARTNER","false"
"2788",652,"Syria",1966,1969,"Sunni Arabs",2000,65202000,NA,0.65,"JUNIOR PARTNER","false"
"2789",652,"Syria",1966,1969,"Alawi",3000,65203000,NA,0.13,"SENIOR PARTNER","false"
"2790",652,"Syria",1966,1969,"Christians",4000,65204000,NA,0.1,"JUNIOR PARTNER","false"
"2791",652,"Syria",1966,1969,"Kurds",6000,65206000,NA,0.08,"DISCRIMINATED","false"
"2792",652,"Syria",1966,1969,"Druze",1000,65201000,NA,0.03,"JUNIOR PARTNER","false"
"2793",652,"Syria",1970,2011,"Sunni Arabs",2000,65202000,NA,0.65,"POWERLESS","false"
"2794",652,"Syria",1970,2011,"Alawi",3000,65203000,NA,0.13,"DOMINANT",""
"2795",652,"Syria",1970,2011,"Christians",4000,65204000,NA,0.1,"POWERLESS","false"
